ApplicationDate,Age,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,LoanApproved
2067-12-26,38,438,Employed,High School,17,11830,60,Married,4,Mortgage,632,0.2823744845104551,6,0,0.270467092446857,0,Debt Consolidation,0,16,27,5076,948,168581,12283,0.8478422932862383,4,156298,0.29783,0.3427211408358052,414.3534687822185,0
2052-07-25,18,605,Employed,Master,0,28005,72,Married,0,Other,375,0.070864802375774,1,1,0.1255345749963045,0,Education,0,25,1,11892,1535,470418,36324,0.8761514544256417,2,434094,0.240505,0.244404266984845,744.788326367809,0
2064-05-05,30,616,Employed,Doctorate,10,39668,36,Married,1,Mortgage,685,0.1498491467396859,3,1,0.313870680597467,0,Auto,0,25,13,972,540,45401,57498,0.8492387551511105,8,3943,0.216668,0.2396471228238136,1555.5539224792494,0
2020-11-04,42,540,Employed,Master,20,15861,60,Single,2,Mortgage,561,0.2428798310381604,3,2,0.145396738472427,0,Debt Consolidation,0,20,12,974,402,144682,7846,0.8597885580767403,5,136836,0.250861,0.229220820339344,446.419300003024,1
2038-03-27,55,627,Employed,High School,31,19389,60,Married,2,Mortgage,630,0.3845995437933652,2,0,0.1111518069705771,0,Home,0,18,18,5229,796,174924,7949,0.6405315940785639,2,166975,0.210889,0.1721571923796111,484.11839974198006,0
2063-07-23,46,503,Employed,High School,24,19146,72,Widowed,3,Mortgage,357,0.3143403144663404,5,1,0.2714075322608851,0,Home,0,37,8,3626,2528,75826,33048,0.9176884760032038,7,42778,0.2826459999999999,0.2508360657120177,516.7218702016851,0
2066-08-08,37,517,Employed,Associate,15,41132,96,Widowed,3,Mortgage,483,0.3267422846606151,3,0,0.2691897515987801,0,Other,1,28,16,484,3756,76209,48467,0.8967422793398993,5,27742,0.317632,0.3115846709334489,1167.683059497945,0
2038-10-12,42,499,Employed,High School,23,30157,48,Divorced,3,Rent,198,0.2701697195438757,2,1,0.1340207261342948,0,Home,0,25,28,1494,426,101055,3682,0.8329987066644776,6,97373,0.275657,0.2434389772750699,988.915748662342,0
2030-12-09,18,594,Employed,Associate,0,44699,36,Divorced,1,Mortgage,394,0.2957858087429278,1,1,0.4492714487509443,0,Education,0,23,1,1659,809,40638,95065,0.4767804331465136,4,10494,0.232699,0.2203544220565554,1707.8947465012068,0
2058-09-19,50,604,Employed,Associate,27,8052,36,Married,1,Mortgage,303,0.2412703959811725,3,1,0.1201428959751162,0,Auto,0,20,6,1808,504,11457,24460,0.9686636757982908,4,2709,0.191052,0.1981743390795019,298.4926838694512,0
2020-03-08,48,586,Employed,High School,25,26536,24,Married,4,Rent,200,0.4725378028935056,1,1,0.5236691124358336,0,Home,0,24,23,672,3352,22614,39576,0.9765682626078804,4,1029,0.208536,0.1839200620240828,1329.8175752484017,0
2029-02-25,38,538,Self-Employed,High School,18,15867,60,Married,3,Mortgage,1309,0.1912871886633127,1,0,0.4334305468874892,0,Debt Consolidation,0,28,28,1869,1405,282886,9470,0.8394941795363907,1,273416,0.251867,0.2240490226626453,441.8898868105253,1
2047-12-03,27,516,Employed,Bachelor,8,10466,84,Married,0,Other,385,0.0676001415572554,3,0,0.2603258676466894,0,Debt Consolidation,1,22,17,2235,6666,89972,23154,0.8035883048507932,4,66818,0.277466,0.2480037514034855,263.5772292400091,0
2045-12-13,40,576,Employed,Associate,20,54498,36,Single,2,Rent,316,0.2410807029064889,1,1,0.2957537505059012,0,Debt Consolidation,0,24,5,1671,2380,35345,75483,0.9316590750941054,8,2825,0.251498,0.2519216601308232,2172.373696638775,0
2034-04-03,54,592,Employed,High School,31,18720,120,Divorced,2,Mortgage,356,0.1958197513363741,3,2,0.5040333447394422,0,Debt Consolidation,0,19,7,1207,2038,106472,43963,0.7256546964656664,3,62509,0.2777199999999999,0.2900022630945384,479.7251520132717,0
2034-07-19,35,552,Employed,Associate,7,25579,36,Married,3,Rent,270,0.3155911349227679,0,1,0.2408199572168611,0,Auto,0,23,3,2241,1496,65802,43499,0.8740037469396131,5,22303,0.2345789999999999,0.2271562873181079,986.3687686402784,0
2025-06-30,44,575,Employed,Bachelor,19,51180,48,Married,0,Rent,414,0.0954308285743131,3,1,0.4536640153339137,0,Debt Consolidation,0,28,21,703,739,117515,14597,0.953795983543566,8,102918,0.25868,0.2749715207596006,1769.0375965041287,0
2059-11-09,61,653,Employed,Bachelor,42,25848,72,Married,0,Mortgage,234,0.4240407415351028,2,1,0.4058673020732359,1,Home,0,27,8,3269,1453,33559,9863,0.7455460449988985,7,23696,0.214348,0.1992980791958683,618.0814168953098,0
2051-02-06,18,564,Employed,Associate,0,23858,60,Married,1,Rent,236,0.649456029952503,3,0,0.2179701410016166,0,Debt Consolidation,0,25,16,1750,4921,57823,10748,0.83783739144748,5,47075,0.2468579999999999,0.1974863999999999,628.75891876336,0
2030-12-13,40,624,Employed,Master,15,30488,48,Married,3,Own,470,0.2770604352112882,2,1,0.208156427982024,0,Other,0,31,9,979,420,106468,38526,0.5839053076846789,2,67942,0.213488,0.2171724749443449,955.8833550379128,1
2038-01-01,18,516,Self-Employed,Bachelor,0,7190,84,Divorced,1,Rent,197,0.0584602635068154,2,2,0.1086816574553038,0,Debt Consolidation,1,25,20,3771,415,26088,59443,0.9266389820965282,6,7721,0.27419,0.275459124475137,193.85514250092837,0
2058-10-29,18,513,Employed,Bachelor,0,21797,60,Married,1,Mortgage,567,0.4138456036690707,2,0,0.2939390108039118,0,Debt Consolidation,0,28,15,3535,1394,21263,19322,0.910604130066778,8,1941,0.270297,0.2373407899316518,623.6954908211841,0
2045-11-18,47,505,Employed,High School,23,6621,60,Married,0,Mortgage,803,0.6635085822186788,3,0,0.0448830875871701,0,Debt Consolidation,0,22,4,3710,94,191334,27394,0.8444444200263607,9,163940,0.259121,0.2507298593737884,194.61852039927552,0
2069-01-16,42,570,Employed,High School,19,43118,24,Widowed,1,Rent,244,0.1206978703043307,4,1,0.0556549527738767,0,Debt Consolidation,0,26,27,6034,3286,801121,9352,0.656823506719759,4,791769,0.233118,0.1924042957071216,2178.558829946328,1
2022-02-06,54,611,Employed,Bachelor,31,28303,120,Married,1,Mortgage,609,0.3417547479558187,2,2,0.5278574105686407,0,Other,0,21,28,3886,4680,39890,15011,0.9572650374359764,5,24879,0.277803,0.2222424,589.3414711298319,0
2019-04-21,37,605,Employed,Associate,14,31023,12,Single,2,Other,333,0.0763398084748034,3,1,0.4055930444852805,1,Home,0,27,9,6004,2042,55812,5230,0.8812131279825202,5,50582,0.193523,0.1611467023346892,2816.427118962862,0
2067-08-18,35,522,Unemployed,High School,15,16263,60,Married,2,Mortgage,924,0.1688178965273821,2,1,0.2586369325455476,0,Home,1,19,5,3982,1110,284227,47007,0.8679996089713394,5,237220,0.260263,0.2619021843209725,488.7549420047314,0
2044-07-09,18,629,Employed,Master,0,28997,36,Single,2,Own,444,0.2831615078433246,3,3,0.5769497266641739,0,Education,0,17,2,3574,1046,75946,12082,0.8493562457323018,3,63864,0.199497,0.2023354864565604,1081.0861482151583,0
2046-11-19,48,523,Employed,High School,25,23170,48,Married,0,Mortgage,261,0.3159613027195727,7,1,0.257166430295314,0,Auto,1,20,24,4699,6184,121472,30236,0.7659288754000362,3,91236,0.25667,0.3019491928046644,836.8876551927129,0
2027-07-30,39,566,Employed,Associate,16,20957,60,Single,4,Own,544,0.3490661779750338,4,0,0.1841715250866227,0,Education,0,22,16,6320,937,66394,33903,0.7300107899730998,4,32491,0.2429569999999999,0.2103312357864567,567.3478201327043,0
2037-04-16,33,643,Unemployed,Bachelor,15,24487,36,Married,2,Mortgage,448,0.1675926670823495,4,1,0.3645234306021652,0,Debt Consolidation,0,16,11,1846,389,57660,58416,0.966251407516188,4,7717,0.187987,0.1862999852969334,893.0217460168981,0
2065-09-27,77,606,Employed,Bachelor,56,59318,60,Married,3,Mortgage,201,0.2046120446309844,2,0,0.2032441946306551,0,Other,0,25,9,1868,592,57985,27674,0.9257128114824644,3,30311,0.261318,0.2494850107868285,1739.2713277759797,0
2034-01-27,32,512,Employed,Master,9,16864,36,Single,0,Other,485,0.3428778252425533,3,0,0.1613894649821365,0,Home,0,32,24,4256,1521,54023,50565,0.8997007396335722,6,3458,0.245864,0.2686668752112365,687.2708730960907,1
2027-11-03,22,629,Employed,Bachelor,0,23599,48,Single,0,Rent,292,0.4926761469060841,4,1,0.242065264735432,0,Debt Consolidation,0,19,8,13950,1834,127130,18105,0.7295546779902926,6,109025,0.204099,0.1689675987229016,679.6903075792924,0
2037-07-15,46,457,Employed,Doctorate,22,28351,12,Married,1,Own,497,0.0847934450874422,5,1,0.3007971273598026,0,Home,0,32,2,9287,4947,109439,6103,0.7537078762615984,3,103336,0.264851,0.2460826747115654,2689.211668206248,1
2034-09-18,29,486,Employed,Master,6,17457,24,Married,0,Other,268,0.0780184658106323,3,0,0.2010748053299204,0,Debt Consolidation,0,24,1,1495,1040,67699,11601,0.8893293899488606,9,56098,0.2494569999999999,0.236118615145816,919.5923807906348,1
2029-04-22,59,622,Employed,Bachelor,35,21381,36,Married,1,Mortgage,344,0.2391063921607163,1,1,0.1750249293861166,0,Debt Consolidation,0,26,17,3214,1812,10241,78716,0.7883068061106844,3,4437,0.195381,0.2050695126008212,800.128163059074,1
2072-01-08,35,478,Employed,Bachelor,11,11291,48,Single,4,Mortgage,611,0.4532306186484671,4,0,0.4029911579643702,0,Debt Consolidation,0,22,8,2429,544,282117,16554,0.9334565133849096,5,265563,0.267291,0.2635794041931131,382.9793905971108,1
2026-01-25,41,573,Unemployed,Associate,19,16908,48,Single,0,Mortgage,700,0.3069437179786812,6,0,0.4796145760470151,0,Home,0,22,1,8716,1465,26843,26390,0.9405885230194552,5,5422,0.225408,0.2495121133214034,560.1607296627892,0
2030-10-06,36,572,Employed,Bachelor,14,28730,48,Single,1,Own,1060,0.4740042435911798,2,0,0.2199251531356784,0,Auto,0,20,15,5331,968,19143,10127,0.5185720745788779,3,9016,0.23773,0.2750764279112148,993.2246996212984,0
2056-01-28,38,613,Employed,Master,15,45195,12,Married,2,Mortgage,408,0.529808168688918,2,0,0.4452229387502234,0,Other,0,32,3,2567,3786,34175,16479,0.7158276285896067,6,17696,0.203695,0.1964893999028242,4179.026714010539,0
2052-01-23,43,469,Employed,High School,20,25690,60,Married,2,Rent,182,0.34269903918972,6,0,0.5677144706636039,0,Home,0,15,6,1406,1693,50170,13085,0.7865152406988176,8,37085,0.29619,0.2678639835095694,781.1760959985737,0
2049-08-07,53,618,Employed,Bachelor,30,23713,84,Married,0,Rent,412,0.2649747001643411,0,0,0.1438537903339744,0,Education,0,20,1,6443,1808,116752,25453,0.7971883957919719,2,91299,0.239713,0.2075820165188818,537.4546476304746,0
2036-03-02,35,609,Self-Employed,High School,14,14902,48,Married,1,Rent,729,0.5683638385560122,3,2,0.5493031208569337,0,Debt Consolidation,0,23,28,1122,249,23394,31155,0.8748486444007899,2,8516,0.205402,0.1737119241539632,432.8649799871257,1
2051-07-22,31,454,Employed,Bachelor,9,49063,36,Married,2,Own,305,0.1198316780335817,2,3,0.2093585589167679,0,Auto,0,17,2,2138,699,31142,16247,0.7698299837940288,5,14895,0.307063,0.3659976918711562,2264.0624146413825,0
2036-05-13,40,610,Employed,Bachelor,22,23435,84,Married,3,Own,536,0.3743647760395955,0,1,0.6575360415525991,0,Debt Consolidation,0,28,20,2208,657,52587,34701,0.6754170961897066,4,17886,0.243435,0.226161071592826,557.9362518453349,0
2041-11-13,41,574,Employed,Doctorate,17,33333,48,Divorced,2,Rent,713,0.2883917580811611,1,0,0.117870068689727,0,Auto,0,17,4,5498,553,45047,26168,0.6772535480831756,6,18879,0.241333,0.241760596559669,1089.9638969532457,0
2030-01-31,18,594,Employed,Associate,0,21247,96,Married,0,Mortgage,415,0.0519817471330119,2,1,0.0805094335577181,0,Debt Consolidation,0,28,4,14031,329,30557,22961,0.9532196513365436,6,7596,0.259247,0.2376361908120379,496.2943931451915,0
2048-06-16,52,671,Employed,Master,30,13922,84,Widowed,0,Mortgage,259,0.4420747333902537,4,1,0.582034441184117,0,Auto,0,13,29,701,728,30596,4981,0.7698960540445544,1,25615,0.203422,0.2256952668167398,331.0491358260074,1
2070-07-28,46,605,Self-Employed,Associate,26,12539,60,Married,2,Rent,615,0.3155009824978317,4,1,0.5281458626663267,0,Auto,0,19,9,708,832,172447,33586,0.7670222050992482,4,138861,0.2150389999999999,0.2400587230011507,360.7642640470891,0
2023-05-31,53,547,Self-Employed,Associate,31,23741,60,Married,2,Mortgage,471,0.559356703129739,2,2,0.1036671365589373,0,Auto,0,22,1,1847,2415,43927,14475,0.9094068191700616,6,29452,0.255241,0.2670605468346288,720.7739932589071,0
2050-05-10,45,515,Self-Employed,High School,24,31172,24,Single,2,Mortgage,477,0.5186989165963151,1,0,0.4496310394450877,1,Debt Consolidation,0,25,27,2582,2025,184309,246394,0.8857687345637281,9,3960,0.248672,0.2707583003827462,1696.3390838718235,0
2040-03-25,40,630,Employed,Associate,21,45764,72,Married,1,Rent,356,0.3708420012936356,3,1,0.23533159565658,1,Auto,0,21,22,1875,5593,83125,23776,0.7891343782930924,5,59349,0.245764,0.214719719298939,1135.5723810858146,0
2047-02-11,21,623,Employed,Doctorate,0,21916,60,Divorced,2,Rent,501,0.0374759932365677,3,0,0.2889834103940023,0,Home,0,21,20,4913,136,20117,62645,0.5931197096945368,3,7122,0.215416,0.2068098780345546,588.9753365027119,1
2037-03-04,48,563,Employed,Bachelor,24,23584,72,Married,0,Other,596,0.2758035301421532,2,3,0.5539018653414275,0,Education,1,24,17,2108,686,9125,14399,0.7576377794949414,2,2182,0.257084,0.2783314970202687,676.8922011493975,0
2041-12-31,34,482,Employed,Bachelor,12,25581,60,Divorced,1,Rent,504,0.2529410825837593,3,1,0.0265571369874641,0,Auto,0,22,18,2568,1361,31998,156568,0.8230216129148358,7,4393,0.289581,0.2558912679582094,759.6971013508459,0
2058-04-09,50,610,Employed,Bachelor,27,31198,48,Married,2,Other,402,0.1923186386544345,6,0,0.5845337909560775,0,Auto,0,26,14,4387,722,38411,28338,0.8126382409244167,4,10073,0.221198,0.2367491527353941,1011.5133454397252,0
2039-05-10,18,550,Employed,Doctorate,0,15248,24,Widowed,0,Mortgage,374,0.0511595633595012,1,0,0.3132906902040817,0,Home,0,28,6,13135,472,62857,26959,0.6548365180500911,1,35898,0.215248,0.2237708601046099,793.8803920541064,0
2068-04-03,62,565,Employed,High School,44,14292,48,Married,0,Rent,302,0.325972972567085,2,2,0.5269445080749071,0,Auto,0,25,22,269,264,48744,27087,0.9062832242307698,5,21657,0.226792,0.221903648730295,451.7632128763412,1
2043-02-17,27,579,Employed,High School,4,60450,60,Single,0,Own,489,0.3016549164405823,6,0,0.3774933603519997,0,Debt Consolidation,0,26,19,1678,1435,57186,13011,0.8790652890093025,2,44175,0.27595,0.2911849396364857,1923.159186840636,0
2058-09-01,33,558,Employed,Bachelor,9,30766,60,Married,4,Mortgage,847,0.4411904917292176,3,0,0.2426059347999592,0,Debt Consolidation,0,18,6,2521,3485,10494,15052,0.8941407624578296,4,5862,0.256766,0.2514290157412757,905.6021488068355,0
2044-01-04,59,590,Employed,Bachelor,33,8928,72,Single,1,Other,410,0.5171200137795126,2,0,0.6514672627810169,0,Debt Consolidation,0,27,11,5868,491,78844,27840,0.8041528180735199,10,51004,0.228928,0.263331675358309,247.8499763359591,1
2032-04-16,25,552,Employed,Bachelor,3,43843,24,Married,2,Mortgage,327,0.1191539852712933,4,1,0.4013288872014305,0,Home,0,29,26,1892,3782,33292,23347,0.8535887605963912,4,9945,0.2428429999999999,0.2310576455170901,2298.5056645973987,1
2030-03-06,41,612,Employed,Bachelor,19,29951,48,Widowed,1,Own,421,0.1946822989402395,3,0,0.2667292987675949,0,Debt Consolidation,0,16,28,5450,302,121924,31103,0.8525014980526312,6,90821,0.218951,0.1916104730458407,898.0857457411335,0
2021-06-01,30,586,Employed,Master,7,12481,60,Married,0,Other,382,0.1719453488512984,1,1,0.2724957854025477,0,Debt Consolidation,1,24,20,1317,493,21364,46382,0.778818267009492,3,8257,0.2244809999999999,0.2455612357021633,363.093081145404,0
2072-02-24,44,618,Employed,Associate,20,20680,36,Single,0,Other,478,0.2227774750984643,1,0,0.103503428594784,0,Other,0,31,15,1241,1442,51040,65235,0.7455120220003493,3,7685,0.19668,0.1923405397586437,760.4959328585893,0
2020-08-07,42,615,Employed,High School,17,30703,60,Single,0,Rent,382,0.3920712119774311,0,1,0.5146903206882213,0,Home,0,25,4,1322,1700,13986,8798,0.5632097663599221,3,5188,0.228203,0.2340304090419104,872.6564809054187,0
2026-09-13,33,608,Employed,Associate,11,42931,36,Divorced,2,Own,934,0.0853185809248815,3,2,0.4014875379117827,0,Home,0,27,14,2027,2485,74119,75095,0.6663693726700569,2,4093,0.223931,0.237252485573174,1678.1186070253325,0
2036-01-31,39,536,Unemployed,Associate,16,22501,24,Single,4,Own,1051,0.1507544205609191,1,2,0.2318084485355492,0,Education,0,28,8,15797,633,41392,188397,0.7060055162729842,4,8413,0.2295009999999999,0.2125624062294939,1159.0624594464746,0
2053-02-08,42,610,Unemployed,Master,18,17245,60,Married,2,Mortgage,537,0.1144179284006524,4,1,0.4235885691485628,0,Home,0,26,27,747,148,98529,31797,0.8270339178520881,4,66732,0.217245,0.207092073296587,463.718717109952,0
2048-05-04,60,601,Employed,Associate,35,7968,48,Single,2,Rent,164,0.1348629709701485,6,1,0.2612128386410514,0,Home,0,23,29,12454,1806,66865,55101,0.719581380043296,6,11764,0.202468,0.1727344382120021,231.045759133838,1
2049-10-19,35,589,Employed,Master,13,10253,12,Married,0,Rent,156,0.1659321641808105,0,0,0.1877983741887851,0,Auto,0,26,12,2531,1789,125300,6800,0.7417684663212484,5,118500,0.180753,0.1640214181923067,932.2157662334936,0
2043-04-19,25,517,Employed,High School,2,28708,96,Widowed,0,Mortgage,205,0.3903382874228158,6,0,0.0356544090162011,0,Debt Consolidation,0,17,29,24166,2352,57951,53224,0.7995947993470723,4,4727,0.305208,0.3146842201653554,821.2593160193121,0
2026-09-01,18,554,Employed,High School,0,19151,48,Married,1,Mortgage,347,0.2490855434447139,2,0,0.1845760461030015,0,Auto,0,25,8,6120,948,115005,3660,0.6748635986287176,5,111345,0.237151,0.2517662747916278,636.8802383655002,0
2061-05-15,40,622,Employed,High School,21,14432,36,Single,0,Mortgage,402,0.320135186732129,6,0,0.0690928053410854,0,Debt Consolidation,0,31,10,991,1392,38404,3258,0.6965318592312777,3,35146,0.188432,0.1816111180689087,522.918530597759,0
2052-04-18,27,587,Employed,Bachelor,2,22656,36,Married,2,Rent,272,0.5835459746485365,0,1,0.2475581401138342,1,Auto,0,27,29,15326,2097,110492,24828,0.7330338832473894,5,85664,0.214156,0.2342203735865167,881.998815699408,0
2060-12-01,33,520,Employed,Doctorate,12,30499,60,Single,0,Mortgage,203,0.4347153522119671,2,1,0.2509209739428513,0,Home,0,16,11,7476,3920,70392,33677,0.7721390725404107,3,36715,0.275499,0.2665330706898191,924.9874645508298,0
2042-05-06,46,507,Employed,Bachelor,27,16127,60,Married,3,Mortgage,415,0.3638691223477013,3,0,0.3583148669386539,0,Education,0,24,23,4589,1018,54044,95672,0.6127508478484777,4,6819,0.267627,0.3094511576379485,531.1640218587929,0
2055-07-26,54,656,Self-Employed,Bachelor,36,16035,36,Married,3,Own,642,0.2921209822079276,0,0,0.1278085151978968,0,Education,0,23,13,669,608,46366,28347,0.6461633080944595,5,18019,0.173035,0.1545333232493698,559.4248890525885,1
2049-02-28,39,583,Employed,High School,19,17280,84,Married,5,Other,212,0.192056346628749,5,2,0.0409771936021588,0,Debt Consolidation,0,19,19,20377,1307,152300,24667,0.8704430755724726,6,127633,0.25078,0.252814844484195,440.4998127630673,0
2032-05-18,33,496,Employed,High School,10,14884,24,Married,1,Mortgage,499,0.3097297241475241,3,1,0.5567453571358086,0,Auto,1,20,1,2681,295,33940,13145,0.7459706540494176,2,20795,0.241884,0.242370885685042,788.6957793243236,1
2060-11-15,31,537,Employed,Bachelor,6,16019,48,Married,2,Rent,204,0.1228840347796294,4,1,0.100639640620432,0,Home,0,20,2,16028,2093,177073,52299,0.9881818986777228,4,124774,0.242519,0.2617108990086426,541.6606050041161,0
2061-04-22,20,583,Employed,High School,0,46188,72,Married,0,Rent,248,0.5303158150529739,1,1,0.1117554400439719,0,Home,1,19,2,851,2604,19191,13145,0.9010404116183331,3,6046,0.269688,0.26684349557827,1292.3341464694554,0
2046-12-07,47,422,Unemployed,High School,27,27665,60,Widowed,1,Other,308,0.2549077242181444,3,0,0.1791014760289889,0,Debt Consolidation,0,20,17,63499,1424,64923,54908,0.8873257786585101,5,10015,0.321665,0.2775592197999028,857.3034329526756,0
2069-02-13,47,558,Employed,High School,23,28687,24,Divorced,0,Mortgage,402,0.1349684534271738,2,1,0.2841650755622653,0,Home,0,26,8,17136,1056,47445,9304,0.9588976163204748,7,38141,0.2246869999999999,0.1797495999999999,1431.8256598491428,0
2066-04-13,37,520,Self-Employed,High School,16,11725,36,Single,1,Other,472,0.0703527372057376,1,3,0.3644693180968609,0,Home,0,18,19,2483,3532,34519,41970,0.8740952410233077,5,4911,0.236725,0.2485971806167725,465.31448247821936,0
2039-02-20,37,612,Employed,Bachelor,16,6201,48,Single,0,Own,420,0.2889103325057529,2,1,0.1187578993136855,0,Debt Consolidation,0,26,3,3702,367,109057,42451,0.8707489727649947,8,66606,0.195201,0.1843860164541955,183.5786463601928,1
2022-07-08,71,569,Employed,Associate,48,14946,24,Single,1,Mortgage,379,0.1961619256044398,6,0,0.3962889015731775,0,Education,0,25,12,2496,1239,42952,35123,0.7275913647056713,2,7829,0.205446,0.1852325771361914,749.9498481887484,1
2056-05-11,33,546,Unemployed,High School,10,16132,96,Divorced,0,Rent,614,0.384969045743589,5,1,0.4110488477955923,0,Education,1,14,10,1396,18334,73580,25812,0.9260756850291728,8,47768,0.278132,0.2794162321501613,421.9281179830987,0
2063-11-30,50,610,Self-Employed,Bachelor,22,19235,36,Married,4,Own,482,0.359532437290392,3,1,0.4133714467369542,0,Education,0,27,25,645,2508,19947,12234,0.6853485803541981,7,7713,0.199235,0.2037034802763722,718.4763819905974,0
2025-06-26,29,611,Employed,Master,6,30829,24,Single,1,Other,366,0.5419122685445141,3,0,0.0685325838445601,1,Debt Consolidation,0,23,18,1899,1439,40209,18722,0.9377729556893192,8,21487,0.2003289999999999,0.1860750742794837,1548.174724516428,0
2051-01-12,48,458,Employed,Bachelor,23,27772,48,Widowed,1,Mortgage,571,0.3192103091169087,4,1,0.3814763166311427,0,Home,0,22,23,3016,1865,21911,11347,0.748372057534114,5,10564,0.293772,0.3525263999999999,1086.5542599381392,0
2021-02-24,28,528,Employed,High School,7,26652,36,Married,1,Own,330,0.1507940567811088,4,2,0.0911197840098342,0,Debt Consolidation,0,30,14,1125,1702,590097,16977,0.734093315888584,9,573120,0.247652,0.2470018196503067,1055.4572520709476,0
2021-02-10,54,481,Employed,High School,32,23436,60,Divorced,3,Other,359,0.2068982879922236,1,0,0.2664588556220785,0,Debt Consolidation,1,23,9,2742,12104,282872,19437,0.7737233863254607,11,263435,0.2879359999999999,0.2437974228989398,679.3816316310188,1
2072-07-30,54,525,Employed,High School,33,35920,36,Married,5,Own,318,0.5923157128002785,6,0,0.0932872883805464,0,Home,0,28,7,4152,3467,96577,46169,0.8568341119504901,3,50408,0.25842,0.2810392072750039,1487.797475617524,0
2032-05-03,23,573,Employed,Master,1,16047,36,Divorced,0,Mortgage,934,0.5454462287954934,4,1,0.0446838418789579,0,Debt Consolidation,0,18,4,1797,2609,149131,177321,0.8681537032833473,3,9568,0.214547,0.178861980098052,579.221800469804,1
2061-08-27,46,557,Employed,Bachelor,25,31534,36,Single,1,Mortgage,302,0.1942069316302597,5,0,0.5749757985893827,1,Debt Consolidation,0,31,19,4756,3091,59461,20828,0.6934624734150036,2,38633,0.238034,0.2622222990270599,1274.260427335976,0
2049-05-04,35,588,Employed,Bachelor,13,29902,48,Married,1,Mortgage,453,0.1059030696868508,3,0,0.3919810364492559,0,Debt Consolidation,0,28,5,3030,889,205740,25307,0.729518948007328,2,180433,0.230902,0.2306899382490385,959.5337732162236,0
2033-09-25,35,599,Employed,Bachelor,12,15458,48,Widowed,1,Mortgage,500,0.2099556921667492,5,1,0.2829874327046059,0,Debt Consolidation,0,15,20,2844,1382,207048,9760,0.7138758401363258,5,197288,0.210958,0.2441435692836538,507.50668866033135,1
2047-03-16,50,588,Employed,Associate,28,7840,48,Married,3,Mortgage,315,0.0533811193034473,3,0,0.0556566474294097,0,Home,0,24,4,2554,3458,41360,33190,0.8989307559835504,2,8170,0.20884,0.167072,225.03764062462963,1
2057-11-09,55,643,Employed,Bachelor,29,8080,108,Married,1,Rent,117,0.3564590977548946,0,0,0.0478979735214361,0,Debt Consolidation,0,23,24,2432,1163,182223,9102,0.7829753355974136,8,173121,0.23158,0.185264,154.2266450002178,1
2028-11-06,40,617,Employed,Bachelor,19,56256,36,Single,1,Mortgage,238,0.2697324998291862,4,0,0.3672112244471741,0,Home,0,17,18,2297,2454,140534,25417,0.8858922564952076,4,115117,0.232756,0.2241410529374223,2160.512529010619,0
2047-09-09,47,605,Employed,Bachelor,22,26881,24,Single,3,Rent,799,0.5448408255060062,3,0,0.0685037531028013,0,Other,0,24,12,9140,2649,160284,37108,0.7931716716879965,1,123176,0.1993809999999999,0.2263238851688555,1402.9456105295824,0
2020-07-31,47,577,Employed,Master,25,9330,72,Single,3,Mortgage,519,0.338449484505964,2,3,0.4975178339308396,0,Home,0,26,21,9557,301,45008,33782,0.8236604814245561,6,11226,0.23583,0.2614950529917142,257.94471707249767,0
2031-12-05,39,622,Employed,Master,17,22731,96,Widowed,3,Mortgage,247,0.0131642154878182,1,0,0.1762091522225456,1,Debt Consolidation,0,26,15,3814,4887,60958,2606,0.9201372996673042,5,58352,0.246731,0.2609486419348373,566.0752364371285,0
2034-12-02,50,623,Employed,High School,26,8375,24,Divorced,2,Other,653,0.3726645837819395,2,0,0.1063138813315783,0,Auto,0,23,3,2084,2198,29104,118132,0.5075608120525343,6,2690,0.171875,0.175465955385151,416.2819070840156,1
2029-12-05,42,591,Employed,High School,20,30299,36,Married,4,Own,399,0.4320395711204013,7,0,0.1990904179017261,0,Auto,0,25,5,713,917,210362,75808,0.6699124407160779,8,134554,0.219799,0.1926469578930934,1114.699825972835,0
2049-10-05,18,607,Employed,Bachelor,0,15201,24,Single,1,Rent,364,0.1121623584763084,5,1,0.179853169485763,0,Auto,0,12,2,13282,945,31995,42078,0.9129018573930288,2,5941,0.1867009999999999,0.2076511872457164,779.3606797346913,0
2024-06-04,34,593,Unemployed,Associate,11,27857,72,Single,1,Own,644,0.36236528441394,2,3,0.1353040171497637,0,Other,0,26,26,7931,2072,121547,20213,0.8202854316541844,4,101334,0.246357,0.2674505918439981,780.4915149471677,0
2022-03-14,38,480,Unemployed,High School,19,28120,108,Single,3,Mortgage,290,0.2185972807495808,3,1,0.1956803562232006,0,Auto,0,21,5,4127,1665,108877,22176,0.7699209933123653,2,86701,0.3331199999999999,0.3457137259714818,849.6657935639507,0
